age_group,job_title,annual_salary_usd,compensation_usd,currency,country,state,city,overall_exp,field_exp,degree,gender,job_category,career_level
25-34,Senior Financial Analyst,75000.0,6000.0,USD,United States,Minnesota,Minneapolis,6.0,3.0,College,Woman,Analytics,Senior
35-44,Counsel,246996.0,0.0,GBP,United Kingdom,N/A,London,15.5,9.0,Professional Degree,Woman,Legal Services,Lead/Executive
25-34,Global Event Manager,69219.0,0.0,USD,United States,District Of Columbia,Dc,6.0,6.0,College,Woman,Management,Senior
25-34,Data Scientist,135000.0,11500.0,USD,United States,New York,New York,15.5,3.0,College,Woman,Scientist,Lead/Executive
45-54,Senior It Professional,93500.0,0.0,USD,United States,Wisconsin,Madison,35.5,25.5,College,Man,Engineering & Development,Lead/Executive
35-44,Research Fellow,34615.0,769.0,SGD,Singapore,N/A,Singapore,3.0,3.0,PhD,Man,Researcher,Mid Level
35-44,Instructional Designer,80000.0,5000.0,USD,United States,Oregon,"Portland, Or",15.5,15.5,College,Woman,Engineering & Development,Lead/Executive
35-44,Web Software Engineer Iii,100000.0,3500.0,USD,United States,Minnesota,Minneapolis,15.5,15.5,College,Man,Engineering & Development,Lead/Executive
35-44,Customer Success Manager,58745.0,5340.0,GBP,United Kingdom,N/A,London,15.5,6.0,Masters,Woman,Management,Lead/Executive
35-44,Program Officer,54659.0,0.0,CAD,Canada,N/A,Toronto,15.5,3.0,College,Man,Administrative & Operations,Lead/Executive
25-34,Archives Technician,37000.0,0.0,USD,United States,Ohio,Columbus,9.0,6.0,Masters,Woman,Manual Labor,Senior
35-44,Assistant Professor,85537.0,0.0,DKK,Denmark,N/A,Copenhagen,9.0,6.0,PhD,Man,Education & Training,Senior
25-34,Associate Systems Engineer,70000.0,25000.0,USD,United States,Michigan,Detroit,15.5,15.5,College,Man,Engineering & Development,Lead/Executive
35-44,Senior Counsel,215000.0,150000.0,USD,United States,Illinois,Chicago,15.5,15.5,Professional Degree,Woman,Legal Services,Lead/Executive
35-44,Network Administrator,74793.0,5000.0,USD,United States,Wisconsin,Madison,15.5,6.0,Masters,Woman,Administrative & Operations,Lead/Executive
35-44,Medical Social Worker,64890.0,600.0,USD,United States,Arizona,Phoenix,25.5,25.5,PhD,Woman,Healthcare,Lead/Executive
55-64,Principal Consultant,132000.0,0.0,USD,United States,Georgia,Atlanta,35.5,15.5,College,Woman,Consulting & Strategy,Lead/Executive
35-44,Research Scientist,188000.0,0.0,USD,United States,Georgia,Atlanta,25.5,15.5,College,Woman,Scientist,Lead/Executive
35-44,Payroll & Benefits Specialist,56660.0,4100.0,USD,United States,Massachusetts,Pittsfield,15.5,6.0,College,Woman,Specialist,Lead/Executive
25-34,Communications Coordinator,50000.0,0.0,USD,United States,Illinois,Chicago,6.0,3.0,Masters,Woman,Administrative & Operations,Senior
35-44,Marketing Manager,74450.0,0.0,USD,United States,Florida,Tampa,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Analyst,77000.0,0.0,USD,United States,Virginia,Chesapeake,15.5,9.0,Masters,Woman,Analytics,Lead/Executive
25-34,Lead Engineer,96429.0,21429.0,CAD,Canada,N/A,Permanent Remote To Toronto,9.0,9.0,College,Woman,Engineering & Development,Senior
45-54,Expo Manager,52700.0,1000.0,USD,United States,New York,Lathma,25.5,6.0,College,Woman,Management,Lead/Executive
35-44,Site Director,103000.0,0.0,USD,United States,Pennsylvania,Easton,9.0,9.0,Masters,Man,Management,Senior
35-44,Editor,57500.0,5000.0,USD,United States,Illinois,Chicago,9.0,9.0,College,Man,Creative & Media,Senior
45-54,Sr. Manager,200000.0,50000.0,USD,United States,Georgia,Atlanta,15.5,15.5,College,Woman,Management,Lead/Executive
45-54,Compliance Administrator,65000.0,0.0,USD,United States,California,San Francisco,25.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
55-64,Director Of Foundation And Corporate Giving,114000.0,0.0,USD,United States,New York,New York,35.5,25.5,Masters,Woman,Management,Lead/Executive
35-44,Program Administrator,85000.0,0.0,USD,United States,Massachusetts,Boston,9.0,9.0,College,Woman,Administrative & Operations,Senior
35-44,Business Analyst Enterprise Data Governance,89500.0,10000.0,USD,United States,Maryland,Ellicott City,15.5,6.0,Masters,Woman,Analytics,Lead/Executive
35-44,Inventory And Asset Control Specialist,40200.0,0.0,USD,United States,Illinois,Chicago,15.5,15.5,Masters,Woman,Specialist,Lead/Executive
25-34,R&D Engineer Ii,83475.0,10000.0,USD,United States,Connecticut,North Haven,6.0,6.0,Masters,Woman,Engineering & Development,Senior
35-44,Analyst,70000.0,7000.0,USD,United States,Pennsylvania,Pittsburgh,15.5,3.0,Masters,Woman,Analytics,Lead/Executive
35-44,Curriculum Designer,62400.0,0.0,USD,United States,Massachusetts,Boston,25.5,15.5,Masters,Woman,Education & Training,Lead/Executive
25-34,Assistant Professor,74000.0,5000.0,USD,United States,Indiana,Bloomington,6.0,6.0,PhD,Woman,Education & Training,Senior
25-34,Data Analyst,85000.0,0.0,USD,United States,Connecticut,Cheshire,6.0,6.0,Masters,Woman,Analytics,Senior
35-44,Clerk,44571.0,0.0,CAD,Canada,N/A,Thunder Bay,6.0,6.0,College,Woman,Administrative & Operations,Senior
35-44,Assistant Director,72500.0,0.0,USD,United States,Illinois,Chicago,15.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Translator,58745.0,13351.0,GBP,United Kingdom,N/A,London,15.5,9.0,Masters,Woman,Unclassifiable,Lead/Executive
35-44,Career Development Specialist/Senior Trainer,100000.0,0.0,USD,United States,Oregon,Portland,15.5,15.5,Masters,Woman,Education & Training,Lead/Executive
35-44,Production & Business Manager,83000.0,0.0,USD,United States,Maryland,Bethesda,25.5,25.5,Masters,Woman,Management,Lead/Executive
25-34,Administrative Assistant,33280.0,0.0,USD,United States,Michigan,Grand Rapids,9.0,6.0,College,Woman,Administrative & Operations,Senior
25-34,Business Manager,82000.0,5000.0,USD,United States,New York,New York,9.0,9.0,College,Woman,Management,Senior
25-34,Security Supervisor,42000.0,0.0,USD,United States,California,San Diego,9.0,9.0,College,Man,Administrative & Operations,Senior
25-34,Senior Assurance Associate,72300.0,5000.0,USD,United States,Colorado,Denver,9.0,6.0,College,Woman,Administrative & Operations,Senior
45-54,Director Of Human Resources,94000.0,3000.0,USD,United States,Texas,Waco,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Attorney Advisor,59900.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",0.5,0.5,Professional Degree,Woman,Consulting & Strategy,Entry Level
25-34,Support Centre Manager,29821.0,0.0,CAD,Canada,N/A,"Vancouver, Canada",9.0,6.0,College,Man,Management,Senior
35-44,Regional Director,194000.0,10000.0,USD,United States,Washington,Seattle,15.5,15.5,Professional Degree,Woman,Management,Lead/Executive
25-34,Senior Manager Global Compensation,98000.0,11000.0,USD,United States,Virginia,Central Virginia,6.0,6.0,College,Woman,Management,Senior
35-44,Salesforce Administrator,70000.0,0.0,USD,United States,New York,Nyc,15.5,0.5,College,Woman,Administrative & Operations,Lead/Executive
35-44,Director,130000.0,0.0,USD,United States,Minnesota,St. Paul,25.5,15.5,Professional Degree,Woman,Management,Lead/Executive
25-34,General Merchandise Buyer,43700.0,0.0,USD,United States,Minnesota,Saint Paul,9.0,3.0,College,Woman,Business,Senior
25-34,Head Of Postgradute Office,65421.0,0.0,GBP,Scotland,N/A,Edinburgh,9.0,9.0,Masters,Woman,Management,Senior
45-54,Content Licensing Coordinator,51000.0,0.0,USD,United States,Ohio,Columbus,25.5,3.0,Masters,Woman,Administrative & Operations,Lead/Executive
25-34,Associate Director,65000.0,0.0,USD,United States,Texas,Dallas,3.0,3.0,Masters,Woman,Management,Mid Level
25-34,Regulatory Counsel,120000.0,0.0,USD,United States,New York,Tarrytown,6.0,6.0,Professional Degree,Woman,Legal Services,Senior
35-44,Logistics Analyst,115000.0,0.0,USD,United States,Indiana,Indianapolis,9.0,9.0,Professional Degree,Woman,Analytics,Senior
35-44,Systems Engineer,95000.0,0.0,USD,United States,Michigan,Warren,15.5,9.0,College,Woman,Engineering & Development,Lead/Executive
18-24,Bookleeper,28571.0,0.0,CAD,Canada,N/A,Edmonton,3.0,0.5,College,Man,Accountant & Finance,Mid Level
35-44,Team Lead,59606.0,0.0,AUD,Australia,N/A,Melbourne,9.0,9.0,Masters,Woman,Management,Senior
35-44,Business Development,159000.0,10000.0,USD,United States,Minnesota,Minneapolis,15.5,15.5,Masters,Woman,Marketing & Sales,Lead/Executive
35-44,Business Development,159000.0,10000.0,USD,United States,Minnesota,Minneapolis,15.5,15.5,Masters,Woman,Marketing & Sales,Lead/Executive
25-34,Structural Engineering Specialist,75000.0,0.0,USD,United States,New York,New York,3.0,3.0,College,Woman,Engineering & Development,Mid Level
25-34,Associate,75000.0,5000.0,USD,United States,Virginia,Richmond,3.0,3.0,Professional Degree,Woman,Management,Mid Level
25-34,Assistant Vice President Of Enrollment,95000.0,0.0,USD,United States,Texas,Dallas,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Operational Service Representative,40000.0,3500.0,USD,United States,Michigan,Detroit,9.0,0.5,College,Man,Unclassifiable,Senior
25-34,Data Scientist,100000.0,0.0,USD,United States,North Carolina,Asheville,6.0,6.0,Masters,Man,Scientist,Senior
18-24,Financial Investigator,53405.0,5340.0,GBP,United Kingdom,N/A,London,3.0,3.0,College,Woman,Accountant & Finance,Mid Level
35-44,Analytics Engineer,100000.0,8000.0,USD,United States,Texas,Houston,15.5,3.0,College,Man,Analytics,Lead/Executive
25-34,Copywriter,70000.0,5000.0,USD,United States,Massachusetts,Salem,9.0,6.0,College,Man,Creative & Media,Senior
35-44,Senior Hr Generalist,69000.0,1500.0,USD,United States,North Carolina,Raleigh,15.5,9.0,Masters,Woman,HR,Lead/Executive
35-44,Associate Director Insights,77000.0,0.0,USD,United States,Pennsylvania,Philadelphia,15.5,9.0,Masters,Woman,Management,Lead/Executive
35-44,Sr Software Eng,130000.0,0.0,USD,United States,Idaho,Boise,15.5,15.5,College,Man,Engineering & Development,Lead/Executive
35-44,Junior Underwriter,82000.0,4000.0,USD,United States,Illinois,Chicago,25.5,15.5,College,Woman,Accountant & Finance,Lead/Executive
45-54,Professor,78500.0,0.0,USD,United States,Washington,Spokane,25.5,25.5,PhD,Woman,Education & Training,Lead/Executive
55-64,Bookkeeper,39000.0,0.0,USD,United States,Maryland,Rockville,25.5,25.5,College,Woman,Administrative & Operations,Lead/Executive
25-34,Graduate Research Assistant,28500.0,0.0,USD,United States,Georgia,Atlanta,3.0,3.0,College,Woman,Researcher,Mid Level
25-34,Graduate Research Assistant,28500.0,0.0,USD,United States,Georgia,Atlanta,3.0,3.0,College,Woman,Researcher,Mid Level
25-34,Senior Software Engineer,133000.0,0.0,USD,United States,Colorado,Denver,15.5,9.0,College,Woman,Engineering & Development,Lead/Executive
25-34,Bid Manager,56075.0,4005.0,GBP,United Kingdom,N/A,London,9.0,6.0,Masters,Woman,Management,Senior
25-34,Attorney,140000.0,7000.0,USD,United States,Wisconsin,Milwaukee,3.0,3.0,Professional Degree,Woman,Legal Services,Mid Level
25-34,Recruiting Manager,155000.0,0.0,USD,United States,Ohio,Cleveland,9.0,6.0,College,Woman,Management,Senior
25-34,Senior Account Executive,67000.0,4000.0,USD,United States,Illinois,Chicago,3.0,3.0,College,Woman,Accountant & Finance,Mid Level
25-34,Senior Account Executive,67000.0,4000.0,USD,United States,Illinois,Chicago,3.0,3.0,College,Woman,Accountant & Finance,Mid Level
35-44,Asst. General Counsel,235186.0,15000.0,USD,United States,Massachusetts,Boston Metro,15.5,15.5,Professional Degree,Woman,Legal Services,Lead/Executive
45-54,Attorney,235000.0,0.0,USD,United States,Colorado,Denver,25.5,25.5,Professional Degree,Woman,Legal Services,Lead/Executive
35-44,Ceo,150000.0,400000.0,USD,United States,California,Sacramento,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Procurement Manager,46729.0,0.0,GBP,United Kingdom,N/A,Edinburgh,6.0,6.0,College,Woman,Management,Senior
25-34,Workday Implementation Consultant,88000.0,0.0,USD,United States,Georgia,Atlanta,6.0,0.5,College,Woman,Consulting & Strategy,Senior
45-54,Project Engineer,130000.0,3000.0,USD,United States,Texas,Houston,15.5,15.5,College,Woman,Engineering & Development,Lead/Executive
25-34,Store Manager,33000.0,4000.0,USD,United States,New York,New Paltz,9.0,6.0,College,Woman,Management,Senior
45-54,Communications & Outreach Manager,88000.0,0.0,USD,United States,Missouri,Kansas City,25.5,6.0,College,Woman,Management,Lead/Executive
25-34,Proposal Specialist,73500.0,0.0,USD,United States,Ohio,Columbus,3.0,3.0,College,Woman,Specialist,Mid Level
25-34,Account Manager,53405.0,5340.0,GBP,United Kingdom,N/A,London,9.0,6.0,College,Woman,Management,Senior
45-54,Senior Digital Marketing Specialist,69000.0,0.0,USD,United States,Massachusetts,Boston,25.5,15.5,College,Woman,Marketing & Sales,Lead/Executive
35-44,Associate Principal,93000.0,5000.0,USD,United States,Washington,Seattle,15.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Media Relations Manager,58338.0,0.0,GBP,United Kingdom,N/A,From Home (Company Based In South Of England Near London),15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Lead Scientist,117000.0,0.0,USD,United States,Colorado,Boulder,6.0,6.0,Masters,Woman,Scientist,Senior
35-44,Career Advisor,44000.0,0.0,USD,United States,California,Woodland,15.5,15.5,College,Woman,Consulting & Strategy,Lead/Executive
25-34,Academic & Student Life Coordinator,51000.0,0.0,USD,United States,Massachusetts,Boston,6.0,3.0,Masters,Woman,Administrative & Operations,Senior
25-34,Associate Attorney,76500.0,250.0,USD,United States,Connecticut,Rocky Hill,6.0,3.0,Professional Degree,Woman,Legal Services,Senior
25-34,Assistant To The President,52000.0,1000.0,USD,United States,Illinois,Chicago,6.0,6.0,Masters,Woman,Management,Senior
25-34,Music Therapist,30095.0,0.0,AUD,Australia,N/A,Melbourne,6.0,6.0,Masters,Woman,Healthcare,Senior
35-44,International Payroll Manager,48064.0,0.0,GBP,United Kingdom,N/A,London,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Instructional Technologist,67000.0,0.0,USD,United States,Massachusetts,Boston,6.0,3.0,Masters,Woman,Engineering & Development,Senior
25-34,Product Development Engineer - Automotive,91900.0,2000.0,USD,United States,Michigan,Detroit,6.0,6.0,College,Woman,Engineering & Development,Senior
35-44,Vice President Application Management,245000.0,35000.0,USD,United States,New Jersey,Paramus,25.5,3.0,College,Woman,Management,Lead/Executive
25-34,Research Associate,58500.0,0.0,USD,United States,North Carolina,Pinehurst,6.0,6.0,Masters,Woman,Researcher,Senior
25-34,Research Associate,58500.0,0.0,USD,United States,North Carolina,Pinehurst,6.0,6.0,Masters,Woman,Researcher,Senior
25-34,Senior Business Analyst,81000.0,0.0,USD,United States,Georgia,Atlanta,6.0,6.0,College,Woman,Analytics,Senior
35-44,Scientific Program Specialist,109000.0,2000.0,USD,United States,Maryland,Bethesda,9.0,9.0,PhD,Woman,Scientist,Senior
25-34,Associate Director,75000.0,0.0,USD,United States,New York,Nyc,9.0,9.0,College,Man,Management,Senior
25-34,Events Specialist,85000.0,0.0,USD,United States,New Jersey,New York,9.0,9.0,College,Woman,Specialist,Senior
35-44,Communications Director,122000.0,3000.0,USD,United States,Utah,Decline To Answer,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Associate,283000.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",6.0,6.0,Professional Degree,Woman,Management,Senior
35-44,Policy Analyst,165000.0,12000.0,USD,United States,District Of Columbia,Washington,25.5,15.5,Masters,Woman,Analytics,Lead/Executive
25-34,Library Associate,54000.0,0.0,USD,United States,District Of Columbia,Washington,9.0,6.0,Masters,Man,Library & Information Services,Senior
25-34,Senior Associate,95000.0,7125.0,USD,United States,District Of Columbia,"Washington, Dc",6.0,6.0,Masters,Woman,Administrative & Operations,Senior
25-34,Secondary Teacher,52534.0,0.0,CAD,Canada,N/A,Toronto,6.0,3.0,College,Woman,Education & Training,Senior
25-34,Senior Application Analyst,72000.0,400.0,USD,United States,Missouri,St. Louis,15.5,3.0,College,Woman,Analytics,Lead/Executive
35-44,Senior Vice President,350000.0,150000.0,USD,United States,Colorado,Denver,15.5,15.5,Masters,Woman,Marketing & Sales,Lead/Executive
35-44,Consultant Obstetrician And Gynaecologist,259740.0,64935.0,AUD,Australia,N/A,Perth,15.5,15.5,Professional Degree,Woman,Consulting & Strategy,Lead/Executive
25-34,Education Outreach Manager,40000.0,0.0,USD,United States,Ohio,Columbus,6.0,6.0,Masters,Woman,Management,Senior
35-44,Vp Hr,100000.0,10714.0,CAD,Canada,N/A,Ontario,15.5,15.5,College,Woman,HR,Lead/Executive
25-34,Senior Associate Member Resources,48000.0,0.0,USD,United States,Illinois,Chicago,9.0,9.0,Masters,Woman,Administrative & Operations,Senior
45-54,Analyst,70000.0,0.0,USD,United States,Oregon,Portland,25.5,0.5,College,Woman,Analytics,Lead/Executive
35-44,Director,75000.0,0.0,USD,United States,Oregon,Salem,15.5,9.0,Masters,Woman,Management,Lead/Executive
25-34,Phd Candidate,39214.0,0.0,SEK,Sweden,N/A,Lund,6.0,3.0,Masters,Woman,Education & Training,Senior
25-34,Strategic Account Manager,92000.0,23000.0,USD,United States,New York,New York,6.0,6.0,College,Woman,Management,Senior
55-64,Industrial Service Technician,96000.0,10000.0,USD,United States,California,Los Angeles,35.5,35.5,High School,Man,Manual Labor,Lead/Executive
35-44,Academic Programs Director,80000.0,0.0,USD,United States,Illinois,Chicago,15.5,9.0,Masters,Man,Management,Lead/Executive
25-34,Senior Analyst,65000.0,5000.0,USD,United States,Illinois,Chicago,9.0,3.0,College,Woman,Analytics,Senior
35-44,Managing Editor,96600.0,0.0,USD,United States,Texas,Denton,15.5,9.0,PhD,Man,Creative & Media,Lead/Executive
25-34,Grants Associate,63500.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",6.0,6.0,College,Woman,Administrative & Operations,Senior
25-34,Digital Campaigner,75000.0,0.0,USD,United States,Colorado,"Denver, Co",6.0,6.0,Masters,Woman,Unclassifiable,Senior
35-44,Sre,253672.0,37383.0,GBP,United Kingdom,N/A,London,15.5,15.5,College,Man,Unclassifiable,Lead/Executive
35-44,Director Of Human Resources,145000.0,21750.0,USD,United States,Kentucky,Louisville,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Librarian (Non-Supervisor Tech Services),85000.0,0.0,USD,United States,New York,New York City,9.0,9.0,Masters,Woman,Library & Information Services,Senior
35-44,Senior Legal Counsel,113689.0,0.0,EUR,Germany,N/A,Ca. 100K Inhabitants,15.5,15.5,Professional Degree,Woman,Legal Services,Lead/Executive
